1.004600831999999969e+03, 8.038400003906249935e+01, 9.491600002929686752e+01

7.323169759999999542e+02, 7.949800000000000466e+01, 9.450600000000000023e+01

6.222244480000000522e+02, 7.842400000000000659e+01, 9.380400002929687275e+01

1.009416703999999982e+03, 8.020799999999999841e+01, 9.481400001953124956e+01

7.220555359999999609e+02, 7.956000000000000227e+01, 9.443800001953124479e+01

8.206856960000000072e+02, 7.968200000000000216e+01, 9.452200002929687628e+01

8.144811359999999922e+02, 7.988400003906249935e+01, 9.458200001953125025e+01

8.000876640000000179e+02, 7.952799999999999159e+01, 9.449800000000000466e+01

5.345548800000000256e+02, 7.822200000000000841e+01, 9.379199999023437329e+01

7.898796959999999672e+02, 7.946800000000000352e+01, 9.443400000976562580e+01

9.572520960000000514e+02, 8.030000003906249617e+01, 9.488000004882812277e+01

6.901312319999999545e+02, 7.959000001953124581e+01, 9.453800000976562501e+01

1.002277887999999962e+03, 8.021399999999999864e+01, 9.485200004882813118e+01

4.895429120000000012e+02, 7.801399999999999579e+01, 9.362400000976562353e+01

7.263049600000000510e+02, 7.966000003906249560e+01, 9.446200004882813062e+01

5.915791359999999486e+02, 7.846200000000000330e+01, 9.385600002929687946e+01

7.022424160000000484e+02, 7.692200003906249606e+01, 9.335400000976562751e+01

5.868824319999999943e+02, 7.842600000000000193e+01, 9.379600003906250549e+01

7.489502559999999676e+02, 7.976399999999999579e+01, 9.455600003906249640e+01

7.611048160000000280e+02, 7.951600003906250436e+01, 9.443800001953124479e+01

8.029032959999999548e+02, 8.013800000000000523e+01, 9.478800003906249572e+01

7.210080639999999903e+02, 7.968800003906250140e+01, 9.444400001953124502e+01

5.809177600000000439e+02, 7.511400000000000432e+01, 9.256399999999999295e+01

4.719890560000000050e+02, 7.806600003906250151e+01, 9.358400000000000318e+01

9.194048000000000229e+02, 8.034199999999999875e+01, 9.485800002441406775e+01

4.735111679999999978e+02, 7.809999999999999432e+01, 9.372800000976562274e+01

5.092430079999999748e+02, 7.827400000000000091e+01, 9.377599999999999625e+01

6.619644160000000284e+02, 7.827799999999999159e+01, 9.370200001953125479e+01

9.535429120000000012e+02, 8.041599999999999682e+01, 9.491000002929688151e+01

7.336761920000000146e+02, 7.935599999999999454e+01, 9.429200002929687230e+01

5.217191679999999678e+02, 7.819400000000000261e+01, 9.359000001953124581e+01

5.604796159999999645e+02, 7.826000000000000512e+01, 9.364800001953125275e+01

6.005361279999999624e+02, 7.823799999999999955e+01, 9.375800002929688048e+01

9.227133599999999660e+02, 7.958199999999999363e+01, 9.457800001953124536e+01

6.138117760000000089e+02, 7.529399999999999693e+01, 9.253400000000000603e+01

8.163615999999999531e+02, 7.959199999999999875e+01, 9.449000002929687980e+01

5.266194560000000138e+02, 7.826399999999999579e+01, 9.368600001953124945e+01

5.387380480000000489e+02, 7.838200000000000500e+01, 9.378000000000000114e+01

8.221139040000000477e+02, 7.958200003906250686e+01, 9.449000001953125150e+01

8.389260799999999563e+02, 8.017600000000000193e+01, 9.477400004882812823e+01

9.590799359999999751e+02, 8.015600000000000591e+01, 9.476800001953125729e+01

6.363780480000000352e+02, 7.838200000000000500e+01, 9.380800003906250595e+01

5.672138879999999972e+02, 7.835200003906250288e+01, 9.374000000976562319e+01

9.821227519999999913e+02, 8.044200003906249208e+01, 9.489400004882811857e+01

8.788830719999999701e+02, 8.046800001953124593e+01, 9.488400001953124274e+01

6.362373760000000402e+02, 7.825199999999999534e+01, 9.363400001953124274e+01

9.377720319999999674e+02, 8.020800003906249742e+01, 9.475200004882812266e+01

6.145248000000000275e+02, 7.818200000000000216e+01, 9.372599999999999909e+01

6.141574399999999514e+02, 7.833799999999999386e+01, 9.374400001953125638e+01

9.045849600000000237e+02, 8.025600000000000023e+01, 9.481600000976563081e+01

9.213940479999999980e+02, 7.710800000000000409e+01, 9.355599999023436908e+01

8.206813439999999673e+02, 7.950200003906249435e+01, 9.450000000976562831e+01

5.925379199999999855e+02, 7.836599999999999966e+01, 9.370800000976562671e+01

9.919601920000000064e+02, 7.771800003906250254e+01, 9.386000000976562774e+01

6.826369439999999713e+02, 7.695800003906249742e+01, 9.344600000976562626e+01

1.005234431999999970e+03, 8.034600003906250265e+01, 9.486200004882812209e+01

1.017159679999999980e+03, 8.039799999999999613e+01, 9.487400001953125184e+01

5.579665919999999915e+02, 7.836799999999999500e+01, 9.380000003906249617e+01

5.901993599999999560e+02, 7.821800000000000352e+01, 9.383199998046875123e+01

9.519063039999999773e+02, 8.028200003906249549e+01, 9.484800003906249799e+01

9.026741759999999886e+02, 8.040000000000000568e+01, 9.485800002929687480e+01

9.893434879999999794e+02, 8.050799999999999557e+01, 9.496400001953125525e+01

5.483162879999999859e+02, 7.530599999999999739e+01, 9.249600000976562342e+01

5.609624320000000353e+02, 7.827400003906249992e+01, 9.373000001953124638e+01

4.916813440000000242e+02, 7.799399999999999977e+01, 9.356400002929687787e+01

6.266834880000000112e+02, 7.952799999999999159e+01, 9.446600002929687889e+01

8.188232319999999618e+02, 7.726800000000000068e+01, 9.362000000000000455e+01

7.428684319999999843e+02, 7.952199999999999136e+01, 9.449400002929687048e+01

6.786587359999999762e+02, 7.948800003906249856e+01, 9.440600000976562001e+01

9.305658879999999726e+02, 8.026200000000000045e+01, 9.482600001953125002e+01

6.300595359999999800e+02, 7.955600003906249640e+01, 9.448200001953125593e+01

8.074231839999999920e+02, 7.963200000000000500e+01, 9.456400000976562126e+01

7.221242240000000265e+02, 7.943800003906250140e+01, 9.438600001953125229e+01

7.644423359999999548e+02, 7.940600003906250492e+01, 9.432600002929687832e+01

5.868963840000000118e+02, 7.826599999999999113e+01, 9.389200002929688083e+01

7.669389919999999847e+02, 7.709199999999999875e+01, 9.353399999023437772e+01

6.787316479999999501e+02, 7.677400000000000091e+01, 9.339000003906249958e+01

9.467013120000000299e+02, 7.767799999999999727e+01, 9.393999999999999773e+01

6.892930400000000191e+02, 7.942800003906249628e+01, 9.436199999999999477e+01

7.912197599999999511e+02, 7.718399999999999750e+01, 9.339799998046875373e+01

9.361895680000000084e+02, 8.035200003906250288e+01, 9.483600004882812584e+01

5.267966079999999920e+02, 7.804999999999999716e+01, 9.364800000976562444e+01

5.522952320000000555e+02, 7.820200003906249719e+01, 9.369999999023437454e+01

7.049673279999999522e+02, 7.946200000000000330e+01, 9.445600000976563138e+01

5.238098559999999679e+02, 7.530400000000000205e+01, 9.242600000000000193e+01

6.688828800000000001e+02, 7.956999999999999318e+01, 9.446000002929687867e+01

5.300274560000000292e+02, 7.828999999999999204e+01, 9.373000005859374539e+01

8.889546559999999999e+02, 7.967199999999999704e+01, 9.449000002929687980e+01

5.035077759999999785e+02, 7.815600000000000591e+01, 9.362600000000000477e+01

9.703746559999999590e+02, 7.995800003906249742e+01, 9.467600003906250095e+01

6.841204480000000103e+02, 7.526999999999999602e+01, 9.259399999999999409e+01

