5.345548800000000256e+02, 7.817199999999999704e+01, 9.378400001953124843e+01

4.895429120000000012e+02, 7.798400000000000887e+01, 9.364000000000000057e+01

5.915791359999999486e+02, 7.844400000000000261e+01, 9.386599999999999966e+01

4.927658240000000092e+02, 7.835799996093750508e+01, 9.365399999999999636e+01

5.419533440000000155e+02, 7.805799999999999272e+01, 9.367600000000000193e+01

5.868824319999999943e+02, 7.834399999999999409e+01, 9.384200001953125536e+01

5.206109440000000177e+02, 7.827599999999999625e+01, 9.374800000000000466e+01

4.765346559999999840e+02, 7.825600000000000023e+01, 9.377200000000000557e+01

4.915098879999999895e+02, 7.815600000000000591e+01, 9.374200000000000443e+01

5.916721919999999955e+02, 7.843200000000000216e+01, 9.380199999999999250e+01

5.111287679999999796e+02, 7.814400000000000546e+01, 9.365000000000000568e+01

5.868963840000000118e+02, 7.821800000000000352e+01, 9.392600000000000193e+01

5.372306559999999536e+02, 7.816599999999999682e+01, 9.375000000000000000e+01

5.546260479999999689e+02, 7.818200000000000216e+01, 9.376000000000000512e+01

4.822107520000000136e+02, 7.798799999999999955e+01, 9.365399998046875396e+01

5.633982720000000199e+02, 7.819800000000000750e+01, 9.368399999999999750e+01

5.736757760000000417e+02, 7.529599999999999227e+01, 9.259600000000000364e+01

5.108181119999999851e+02, 7.805599999999999739e+01, 9.365999999999999659e+01

5.083392640000000142e+02, 7.822200000000000841e+01, 9.376600000000000534e+01

5.711203839999999445e+02, 7.825600000000000023e+01, 9.365000003906250470e+01

4.931825919999999996e+02, 7.798199999999999932e+01, 9.357800001953124536e+01

4.728278399999999806e+02, 7.810999999999999943e+01, 9.368800000000000239e+01

4.983589119999999753e+02, 7.518600000000000705e+01, 9.255000003906249617e+01

4.696041599999999789e+02, 7.523999999999999488e+01, 9.247400000000000375e+01

5.042823040000000105e+02, 7.836199999999999477e+01, 9.381999999999999318e+01

5.267966079999999920e+02, 7.796999999999999886e+01, 9.362599998046874816e+01

